	dendritic	dendritic	dendritic	dendritic	dendritic	endothelial	endothelial	endothelial	endothelial	endothelial	eosinophil	eosinophil	eosinophil	eosinophil	eosinophil	erythroblast	erythroblast	erythroblast	erythroblast	erythroblast	macrophage	macrophage	macrophage	macrophage	macrophage	monocyte	monocyte	monocyte	monocyte	monocyte	neutrophil	neutrophil	neutrophil	neutrophil	neutrophil	placenta	placenta	placenta	placenta	placenta	tcell	tcell	tcell	tcell	tcell	adipose	adipose	adipose	adipose	adipose	brain	brain	brain	brain	brain	fibroblast	fibroblast	fibroblast	fibroblast	fibroblast	heart	heart	heart	heart	heart	hepatocyte	hepatocyte	hepatocyte	hepatocyte	hepatocyte	lung	lung	lung	lung	lung	mammary	mammary	mammary	mammary	mammary	megakaryocyte	megakaryocyte	megakaryocyte	megakaryocyte	megakaryocyte	skeletal	skeletal	skeletal	skeletal	skeletal	small	small	small	small	small
	0.0	0.25	0.5	0.75	1.0	0.0	0.25	0.5	0.75	1.0	0.0	0.25	0.5	0.75	1.0	0.0	0.25	0.5	0.75	1.0	0.0	0.25	0.5	0.75	1.0	0.0	0.25	0.5	0.75	1.0	0.0	0.25	0.5	0.75	1.0	0.0	0.25	0.5	0.75	1.0	0.0	0.25	0.5	0.75	1.0	0.0	0.25	0.5	0.75	1.0	0.0	0.25	0.5	0.75	1.0	0.0	0.25	0.5	0.75	1.0	0.0	0.25	0.5	0.75	1.0	0.0	0.25	0.5	0.75	1.0	0.0	0.25	0.5	0.75	1.0	0.0	0.25	0.5	0.75	1.0	0.0	0.25	0.5	0.75	1.0	0.0	0.25	0.5	0.75	1.0	0.0	0.25	0.5	0.75	1.0
0	0.5499437514898057	0.2749898019490111	0.06251465014832899	0.03752204545044032	0.07502975096241395	0.023511700136864135	0.05876642728121355	0.1528417809033556	0.4353410559986527	0.329539035679914	0.09081626390813913	0.18091176877494347	0.30858008434509493	0.27333489781981124	0.1463569851520112	0.039597269181636245	0.2859369901833486	0.26728166661187314	0.2578402829845015	0.14934379103864046	0.04298755635477763	0.3115386178296888	0.3010841746968457	0.23675422977359872	0.10763542134508919	0.04729337760757526	0.1756719695630739	0.38512459118732173	0.324344921114407	0.06756514052762203	0.06517844089624164	0.17642010854430007	0.29831798720335734	0.2440262536621206	0.2160572096939804	0.04704378967897876	0.27044103605850456	0.2940700556132121	0.2942519412750902	0.09419317737421423	0.04883143059022218	0.21378401264512673	0.3148396937399839	0.32206549048339833	0.10047937254126894	0.02596716576599707	0.07791224319930486	0.16881535261971073	0.4416176465915924	0.2856875918233949	0.00039906873625062734	0.0003990480848826079	0.19986220799772583	0.5195932923276907	0.2797463828534503	0.13396708170227414	0.0743081506368867	0.16381958920987147	0.38837987766717236	0.2395253007837952	0.1499978358966511	0.07499256919375713	0.324959904367357	0.27508689350522164	0.17496279703701317	0.0019700860183583446	0.1992546908567213	0.3970380376780536	0.20119428679417217	0.20054289865269442	0.047980837799597706	0.00047501711707408485	0.28550522635246905	0.5230209111866639	0.1430180075441953	0.0438142275865016	0.21733778662545597	0.17397221378150363	0.13059556586459348	0.43428020614194535	0.14925230904305656	0.14762356703519167	0.19905898010022194	0.30126193352276365	0.20280321029876622	0.05555088189808194	0.1666263336730695	0.11110255573814826	0.4444423673554099	0.2222778613352904	0.0005527749275416031	0.16654302688836897	0.22183945039821645	0.5550896101468774	0.05597513763899551
1	8.126932832747947e-05	0.008206573049180349	0.01633550250378903	0.23580276985991974	0.7395738852587833	0.007472426507919164	0.0074872546012728445	0.014880417887807421	0.2595174437090187	0.710642457293982	0.061259305725677476	0.06205687387428221	0.2588310366514562	0.33459611787012483	0.2832566658784593	0.012955371940769823	0.01308557868444754	0.08475963476953467	0.32167614325358845	0.5675232713516597	8.389453642279687e-05	8.391036629598917e-05	0.008483745925426675	0.13467999222749338	0.8566684569443612	0.043485174479994324	0.02173823881970314	0.06522185547233245	0.2499932870959932	0.6195614441319768	0.005175614954170754	5.146051784687076e-05	0.015508016010852516	0.15540967606658335	0.8238552324505465	7.689666879540055e-05	0.007775074297436443	0.023147823117002374	0.20013188311713392	0.7688683227996318	0.00013714676499552886	0.00014004956878943623	0.04259764354001363	0.33206704441484625	0.6250581157113553	0.30637769094172224	0.12609483670093843	0.06306594058705428	0.15314209376596938	0.35131943800431564	0.49927810679081286	0.10781757023607798	0.07139921478382912	0.07153577785548773	0.24996933033379232	0.007401189403628514	0.03681455993012586	0.044173060943807234	0.21375301842930822	0.6978581712931302	0.00018159588062392092	0.00018169227664226314	0.00018160307335597566	0.1455495264074943	0.8539055823618835	0.0006249708999232497	0.0006261691885732946	0.000624497693141518	0.18792544465971964	0.8101989175586424	0.04895525008942618	0.024611247657859096	0.38996934367424835	0.39006534728861064	0.14639881128985563	0.01710291179490978	0.08483450082580704	0.050971916879506335	0.22033671876444344	0.6267539517353334	0.03775606542263728	0.038735504049027834	0.038685487882329915	0.15692196041517162	0.7279009822308333	0.00019977988168642209	0.04017613621547832	0.020177391087808673	0.260004705853627	0.6794419869613996	0.00034514679460458206	0.0003456414531579552	0.06926527543653803	0.2070814956245214	0.722962440691178
2	0.016395231914418277	0.016415875544628415	0.07379693767138798	0.20494727366168103	0.6884446812078844	8.542701991933359e-05	0.034439303301486396	0.10271076968594929	0.44464217102101333	0.41812232897163165	0.02873420622385318	0.2663992822700466	0.30336944483633665	0.24498913487919777	0.1565079317905658	8.188506701053962e-05	0.02551527373686897	0.04979160807446095	0.32169286404240666	0.6029183690792529	0.008474144715574691	0.05081527718933929	0.1431009376240043	0.34471877193149913	0.45289086853958255	0.004468231950008732	0.03543622497079237	0.07082281486828251	0.2964367480999009	0.5928359801110155	0.006954078910045878	0.05696078682850521	0.15936754498988556	0.3464044397725408	0.4303131494990224	0.02704211133638325	0.04519159870991494	0.11719848456261842	0.3334522916979274	0.47711551369315597	0.0460395488401861	0.05329667538933181	0.23722479685156295	0.3099654328109271	0.3534735461079921	0.4938268439646471	0.23460484017112496	0.11109265551894175	0.04937670985992055	0.11109895048536562	0.7705773715109012	0.13750981174543642	0.045751953832192604	0.04570961895524377	0.0004512439562260899	0.05834050363564327	0.14015598292111	0.12422967162990535	0.21929523165126757	0.4579786101620738	0.00021716864890641277	0.00021746889265218127	0.021938553494377313	0.49980420185838875	0.47782260710567537	0.0004761080045723678	0.0004805247385397595	0.0004762732578708547	0.42876804829763326	0.5697990457013837	0.00025609615335250776	0.051489328157656035	0.20513883814361838	0.3843853127910571	0.358730424754316	0.5110731814821323	0.13336726255447887	0.11111781129751791	0.15555763654123403	0.08888410812463678	0.07464076730143292	0.09196977333922292	0.15787556626267388	0.3876370919698994	0.287876801126771	0.06249952258742587	0.20843797174132625	0.187509701792188	0.33329303361664553	0.2082597702624143	0.0005271114431249431	0.0005278106188334031	0.10548246791966631	0.6307238416683882	0.2627387683499871
3	0.02126868643443862	0.0958407941254623	0.2022463691934948	0.3616735820189304	0.31897056822767383	0.026349159641915393	0.013333471634683468	0.17137914192617568	0.5135103095272451	0.2754279172699804	0.15740810367888863	0.30850532132352976	0.1597262987003103	0.2601410844466403	0.11421919185063095	0.028277096869580975	0.009740120083552113	0.08588747068440866	0.3329001028106219	0.5431952095518363	0.04153743299146171	0.06983559593223762	0.2645640795757202	0.33359473609340484	0.2904681554071757	8.543018651079833e-05	0.01717509647375392	0.07698794482974763	0.444328897346244	0.4614226311637436	0.01285915321580849	0.13892766634204465	0.25500374566380685	0.3950449878224812	0.19816444695585883	0.00942298591306331	0.07497231955783099	0.13099747569038833	0.4112513903031891	0.37335582853552834	0.09954459365800276	0.33037801229023767	0.22545739954053937	0.20051275586519895	0.14410723864602124	0.16301707462128637	0.14134217524347994	0.21744327713615572	0.20650067772491354	0.2716967952741643	0.5194976237864082	0.3923551867726701	0.04387087760507594	0.04384387823985381	0.00043243359599195503	0.13656655554933234	0.1545349257273057	0.15375710641927104	0.3306045457222161	0.22453686658187486	0.00018850771334522745	0.0001887125115417978	0.019054202462144506	0.3962616831141335	0.584306894198835	0.0005232039235540106	0.0005287711660770603	0.053253046514282795	0.31629008838477374	0.6294048900113125	0.00028527885003067007	0.00028536779905146765	0.028818936669119347	0.5138850105783013	0.45672540610349716	0.14285478693854872	0.08164584414411609	0.08164192167254193	0.4489862625357136	0.24487118470907962	0.04473476217228942	0.048730848830634506	0.13977757139335173	0.5039327351133437	0.26282408249038064	0.13789220798348595	0.10347782523254358	0.18967999472717412	0.3621021839175843	0.206847788139212	0.00041432904824079803	0.0004170442380599186	0.333658553209531	0.5406258600894681	0.1248842134147002
4	0.00013659518514889441	0.01382392504451085	0.054982551372829216	0.1507043111304096	0.7803526172671014	0.03421843108687773	0.017346518503676536	0.052017911674003506	0.362787941350039	0.5336291973854033	0.00017106635034990714	0.00017625443255401876	0.01825900875599616	0.26996401242228185	0.7114296580388181	0.00017582549452857646	0.00018292247392245463	0.05860216339829345	0.19161367646530836	0.7494254121679472	0.00021334357025932848	0.021806697125608284	0.04405298106292379	0.1527771563234863	0.7811498219177224	0.00012489444494163973	0.00012495974829284927	0.06258215964837044	0.42484301319902873	0.5123249729593663	7.875197287803046e-05	8.146118915865319e-05	0.02536326648817549	0.2001585452975928	0.774317975052195	0.00013995287329334372	0.00014076433675197205	0.02835014208997868	0.22546570035617017	0.7459034403438058	0.0002274586860447512	0.0002565270009854193	0.09167266416410733	0.29817362659911184	0.6096697235497507	0.00013872131224934188	0.00013884344235123064	0.014020762335618836	0.1389152234190951	0.8467864494906855	0.0010838278598524333	0.001098176042631955	0.0011050859370636177	0.0011128968844599774	0.9956000132759921	0.17562436322083805	0.14454921091044184	0.06633937232020334	0.224776228418335	0.3887108251301817	0.0002693104593744068	0.027228257298041895	0.0811876220485429	0.43235800687350356	0.45895680332053723	0.0013771296831390641	0.001421338610211491	0.0014178764527526012	0.1441117692764057	0.8516718859774911	0.030546493882261057	0.0003025584917594192	0.0003027312332148588	0.30288536555436696	0.6659628508383977	0.0001816101477555529	0.018345125521601374	0.018352138802381842	0.3089941287722374	0.6541269967560238	0.00013953332261885457	0.0001425827528098029	0.04419746001077253	0.2483294238957366	0.7071910000180621	0.012934142041452988	0.00012813396060211906	0.0385795174550742	0.29481169363757065	0.6535465129053001	0.0001466178829419719	0.0001471449366426016	0.08835537282038712	0.38217953774078633	0.5291713266192419
5	0.00018461581830914907	0.00018461581830914907	0.03710777948013896	0.03718085758548388	0.9253421312977589	0.00030718643017850874	0.00030718643017850874	0.00030718643017850874	0.18685129186665347	0.8122271488428111	0.03814058723470333	0.00018975416534678277	0.01916517070002506	0.07814915720820016	0.8643553306917247	0.00023971387263720703	0.02421110113635791	0.02421110113635791	0.15164959980341752	0.7996884840512295	0.00017966880169326645	0.00017966880169326645	0.03611342914034655	0.05454791969135404	0.9089793135649129	0.018950820183013556	9.42826874776794e-05	9.42826874776794e-05	0.08496377945592624	0.8958968349861048	0.00015109065363011048	0.00015109065363011048	0.00015109065363011048	0.04808471337300412	0.9514620146661056	0.00021571549951351497	0.00021571549951351497	0.00021571549951351497	0.0652670488157573	0.9340858046857021	0.0004961452848923114	0.0004961452848923114	0.050110673774123454	0.06566473609425197	0.8832322995618399	0.0003439372710592458	0.0003439372710592458	0.03473766437698382	0.10363049301208728	0.8609439680688104	0.0005810809859447589	0.0005810809859447589	0.0005810809859447589	0.05910475597719253	0.9391520010649733	0.0002199165743891373	0.0002199165743891373	0.0002199165743891373	0.24907508964817554	0.7502651606286571	0.00022675374086927584	0.00022675374086927584	0.00022675374086927584	0.09100297735069336	0.9083167614266987	0.004490096443186024	0.004490096443186024	0.004490096443186024	0.004780092018834347	0.9817496186516076	0.0002852163508902362	0.0002852163508902362	0.02880685143991386	0.14292922158120933	0.8276934942770964	0.0004985181334257939	0.0004985181334257939	0.0004985181334257939	0.000498720254592251	0.9980057253451303	0.13675871761694594	0.10265429925860531	0.03444546254192404	0.25152890256649596	0.4746126180160288	0.0003834482065117805	0.0003834482065117805	0.0003834482065117805	0.0003837230362608445	0.9984659323442038	0.0002553416081299905	0.02578950242112904	0.0002553416081299905	0.2051119496099414	0.7685878647526696
6	9.599773749097326e-05	9.602014665552296e-05	0.00970397729919669	0.08658314420745125	0.9035208606092056	0.000105834295807253	0.031907889795966	0.05318158633435271	0.11703765208598298	0.7977670374878911	0.00017359759846259962	0.0001764017345302514	0.017913736283247043	0.23150497605684706	0.7502312883269131	0.00011306984083179477	0.034547447109346395	0.023265235729490057	0.19722983007746772	0.744844417242864	0.00014582621589978828	0.00014632590067519932	0.014804358277319964	0.16164839791423768	0.8232550916918674	0.0040069317809135405	0.007974213252944326	0.01987619429009466	0.17857463584145372	0.7895680248345938	0.0001267375556109253	0.013165575064150902	0.00013022450335914564	0.19907402478764097	0.787503438089238	0.00014219371238789307	0.028623972215355984	0.014397910265543545	0.18562682119781534	0.7712091026088972	0.0001781962037565458	0.01967353460124991	0.056340637221969594	0.07758894167988346	0.8462186902931405	0.00014069346844894807	0.00014069540388011287	0.014210275700203561	0.14087684962061386	0.8446314858068535	0.0004310781738231996	0.0004317344273085074	0.00043422666525583096	0.04384396635343622	0.9548589943801762	0.0003407442377854576	0.03530952752705133	0.00034919265741495663	0.39133624822151447	0.5726642873562338	0.00018148985209781766	0.00018157598594162165	0.0001815404402043524	0.10917025502333302	0.8902851386984232	0.0016172627750769368	0.001630711624756238	0.0016489003138732796	0.4967598328548283	0.49834329243146536	0.000243527936328453	0.024596838803383165	0.07331652327092218	0.19512644516298755	0.7067166648263786	0.0007656834486200537	0.0007657338711871776	0.0007659397374822974	0.23064310162860105	0.7670595413141094	0.17487628013819825	0.17787758480579433	0.00017831266898340103	0.21523203662629467	0.43183578576072934	0.0007645706739964014	0.0007650316568287861	0.0007651927177048765	0.2305245545236809	0.767180650427789	0.00017804677625954133	0.03579545220155455	0.07145874584415125	0.2142510694494131	0.6783166857286216
7	0.006549587883117935	0.03252044015795773	0.02601643373516812	0.22077086019177666	0.7141426780319796	5.7925178593493054e-05	0.011674969735426737	0.04068529333618741	0.3370855947605833	0.6104962169892092	0.00016079761644944242	0.016752733702360047	0.06550716241239213	0.2496591821928403	0.6679201240759581	0.008541338971560087	0.09566037701479722	0.09441210808805856	0.3393468232198915	0.4620393527056927	0.008158872477237792	0.016333968848854123	0.03249793929795724	0.22758868657257583	0.715420532803375	3.967139292167565e-05	0.015909526528395012	0.043680864662146546	0.476133502496006	0.4642364349205306	7.324759569902197e-05	0.007660747867784576	0.02243429839896789	0.24322850198461787	0.7266032041529306	7.172065541025814e-05	0.028828618479620233	0.007253915604318701	0.3308535173856376	0.6329922278750132	0.00014552444092051617	0.03248841382737335	0.03043431523987129	0.14569181308812265	0.7912399334037122	0.008626009814494089	0.025715651709316986	0.042797420646611836	0.23929541210822958	0.6835655057213476	0.00035419452017945355	0.00035514808447072697	0.0003554225589429382	0.10719372644296127	0.8917415083934457	0.018889519977523923	0.04798776392230166	0.028550792445728883	0.2304510625214316	0.674120861133014	0.022397536445210225	0.08896812894598678	0.2665831029845955	0.39977012132231426	0.2222811103018932	0.7243891792524094	0.1829065478772381	0.00045516013882397513	0.0004564422614035585	0.09179267047012489	0.0002219020540868305	0.02241650973045064	0.022414555026089716	0.24438825420639787	0.7105587789829748	0.06395850101406558	0.02146588785721664	0.02146366058866965	0.17024291551542864	0.7228690350246195	0.0006546365163675592	0.0007597932636051565	0.07111527651488152	0.3055838032848722	0.6218864904202736	0.03388041754678505	0.23728705804075775	0.1186169933103142	0.32205718944528433	0.28815834165685855	0.0003545387658655744	0.0003558802234345157	0.035915021736410487	0.28540189280248573	0.6779726664718037
8	0.047417178445270665	0.07129888724582303	0.1665976474087236	0.2382098802705431	0.47647640662963964	0.056041614320866	0.02842574883861037	0.17162266143170735	0.315562228298617	0.4283477471101992	0.038757018186666214	0.15975092728330129	0.3069420254213551	0.22724404106302096	0.26730598804565636	0.018874035657016376	0.09746305167283076	0.12327432673595563	0.14559645514994304	0.6147921307842541	0.017095648955155293	0.017236211032361268	0.20689732017841714	0.36266745853921367	0.3961033612948526	0.10750887291032732	0.27959821544547714	0.22578718497482542	0.31183468307531537	0.07527104359405476	0.008546535982930724	0.035094415193817216	0.08095020280257348	0.3713296188349429	0.5040792271857356	0.045010253038145376	0.11318044801284663	0.2953287546308896	0.38704003207522203	0.15944051224289624	0.04211822078485213	0.00024304482756039634	0.10508735375605789	0.43065614588262185	0.4218952347489076	0.2243750756612886	0.10206435053466445	0.265298942508198	0.2857735701532171	0.12248806114263187	0.18085333501612832	0.49823153505080453	0.2742091914081395	0.046250043185311444	0.000455895339616201	0.00024621907393790576	0.0002546325099268443	0.0002616734057253338	0.289986761873216	0.7092507131371939	0.0003431220468560404	0.0003435566129295649	0.06922654305274398	0.31054940973195966	0.6195373685555107	0.004392643139482964	0.4742401294579248	0.0048922143340020645	0.5115311822238756	0.004943830844714668	0.024591970368599905	0.04894486442564719	0.26819292195912486	0.21948897389025296	0.4387812693563751	0.0006637573313388176	0.13346131880139014	0.20001910941702705	0.26649201141732565	0.3993638030329183	0.0006540911212716681	0.07351206725187218	0.08340662493754543	0.5963394248871359	0.24608779180217494	0.0005524625311808233	0.0005530845832741547	0.05591242877154373	0.44361479967339507	0.49936722444060627	0.0004498973283173744	0.00045209907757893966	0.1361545527426031	0.58995298263586	0.27299046821564044
